season,episode,scene,character,line
4,7,11,Adora,I'm not whining!
4,7,11,Glimmer,All you do is question me. Question my authority. It's exhausting.
4,7,11,Sea Hawk,"Okay, I lied. I didn't fight 300 soldiers. Mermista, will you ever forgive me?"
4,7,11,Mermista,"Sea Hawk, we all knew that."
4,7,11,Bow,I don't know who to believe anymore...I can't trust my own eyes! Who am I?!
4,7,11,Adora,Look at what she's doing. Look at what she's doing to you. Shadow Weaver just wants power and you are listening to her.
4,7,11,Glimmer,"Oh, what? Are you jealous because you aren't Shadow Weaver's favorite anymore? Or are you just mad that I'm Queen and in charge and you're not?"
4,7,11,Adora,That's. Ridiculous!
4,7,11,Glimmer,You just run around playing the perfect hero. You have no idea how hard it's been for me.
4,7,11,Adora,Because you stopped including me in your decisions! We used to be a team. And now? I don't know what we are.
4,7,12,Other,"Come on, backup communicator, where are youuu?"
4,7,12,Glimmer,"Hey, Flutterina. Looking for something?"
4,7,12,Other,"Glimmer? Adora. Hi...Hi. Uh, just looking for the bathroom."
4,7,12,Other,"Okay...Okay, this looks bad, but I assure you, it isn't what it looks like, so let's all just--"
4,7,12,Other,Ohoho. I see...
4,7,12,Glimmer,"Give it up, Flutterina. If that's really who you are."
4,7,12,Other,Magic. How very clever.
4,7,12,Adora,Isn't it? Shadow Weaver helped.
4,7,12,Glimmer,You see--
4,7,12,Mermista,The reveal of how they caught the murderer is my favorite part!
4,7,12,Adora,"In order to catch a rat, you need to spring a trap. So we set one up of our own."
4,7,12,Mermista,Classic murder mystery move.
4,7,12,Perfuma,There's no murder--never mind.
4,7,12,Glimmer,We knew a backup communication device would be irresistible to whoever destroyed the original.
4,7,12,Adora,"We wanted the spy to feel safe enough to make a move, so we created a diversion."
4,7,12,Glimmer,Adora managed to be a really good actress...for once.
4,7,12,Adora,"It was really hard, do not ask me to do that again."
4,7,12,Glimmer,So that brings us back to you. Who are you really...Flutterina?
4,7,12,Double Trouble,Call me Double Trouble.
4,7,12,Adora,You're a shapeshifter...
4,7,12,Bow,"It wasn't my goggles glitching. It was you, pretending to be Frosta at Dryl."
4,7,12,Double Trouble,"And Perfuma. Don't short change my credits, darling."
4,7,12,Double Trouble,"May I say, as one actor to another, that was truly a masterful performance. I really bought that you two were furious at each other. If you would indulge me, were you inspired by any real emotion or experience?"
4,7,12,Glimmer,"Enough. It's over, Double Trouble. Now tell us what the Horde is planning..."
4,7,12,Double Trouble,"Over? Ohohoho, love, it's just beginning. The Horde has been planning a massive attack for some time now."
4,7,12,Double Trouble,"I let Catra know you were going to Dryl. After that, all I had to do was plant seeds of doubt. Sowing chaos where I could. It wasn't hard. I just had to keep you isolated and at each other's throats until..."
4,7,12,Double Trouble,"...the plan was underway. ...Salineas. If the Horde controls the seas, they control Etheria."
4,7,12,Glimmer,"That will never happen. We won't let it. Now that we know their plan, we can stop it."
4,7,12,Double Trouble,"Oh, stop it? Oh, this was a ruse, darling. A distraction. The Battle of Salineas is over. It happened earlier this very evening. It's too late. Salineas is gone."
4,7,12,Mermista,No...
4,7,12,Glimmer,"No. No, i-i-it's not too late! It can't be!"
4,7,13,Adora,...We can fix this. We have to be able to fix this...right?
4,7,13,Glimmer,"This won't. Happen. Again. I won't let it. We won't give up. We will take back Salineas, take back all of Etheria..."
4,7,13,Glimmer,No matter what it costs. No matter what the Horde throws at us next.
4,8,0,Hordak,Advance.
4,8,0,Sea Hawk,"Fear not, tiny friends... For Sea Hawk is here!"
4,8,0,Sea Hawk,"Well, perhaps we should fear a little. Let's go!"
4,8,0,Glimmer,Hang on!
4,8,0,Sea Hawk,Huh?
4,8,1,Glimmer,"Netossa, this is the last of them, sound the--wait. Where's Sea Hawk?"
4,8,1,Sea Hawk,...Adventure?
4,8,1,Glimmer,Okay. Now sound the retreat.
4,8,1,Glimmer,I'll be back for you.
4,8,2,Bow,"I know it's been tough going since losing Salineas, but we're picking up the pieces. I'm sure we can turn this around. I mean, we captured Double Trouble. They're...refusing to talk to us, but still. So, uh... Swift Wind! You just got back from scouting the Southern Coast. What does it look like?"
4,8,2,Swift Wind,On fire.
4,8,2,Bow,Anything more specific?
4,8,2,Swift Wind,On lots of fire.
4,8,2,Bow,Okayyy... Adora! You came from Plumeria; what's their status? Any good news?
4,8,2,Adora,Perfuma is securing the Whispering Woods and Frosta reports that her kingdom has not been breached...
4,8,2,Bow,Great.
4,8,2,Adora,...yet. But the Horde's working on it. Day and night. Nonstop.
4,8,2,Bow,"Well...that is...ooo-kayyy. Because Sea Hawk, Netossa, and Spinnerella just saved everyone in Sea Elf Village...with Glimmer. Who didn't tell us she was going, but just...kind of showed up."
4,8,2,Adora,"Again? Glimmer, you can't just keep going off on your own."
4,8,2,Glimmer,"Hmm, where have I heard that before? Oh, right. When I stayed here to find the Horde spy and Salineas fell."
4,8,2,Adora,That's not fair. We didn't know.
4,8,2,Glimmer,Tell that to Mermista.
4,8,2,Swift Wind,"Hey, where is Mermista?"
4,8,3,Mermista,"Oh, look. More ice cream. Cause I'm the princess of ice cream now."
4,8,4,Sea Hawk,"She's, um, taking some ""me time""."
4,8,4,Bow,"""Me time""! Great... We all could use some of that. So let's check in with each other more often, and Glimmer if you could--"
4,8,4,Glimmer,I'm not going to hide inside the castle while our people are in danger. I'm the Queen. You don't give me orders.
4,8,4,Bow,"O...kay, I get that you're upset, but--"
4,8,4,Adora,Don't talk to Bow like that.
4,8,4,Bow,"Adora, it's fine, Glimmer's just--"
4,8,4,Glimmer,I need to stop the Horde. Any way I can. ...We're done for today.
4,8,4,Adora,"Ugh, fine. Clearly, we aren't going to get anything done right now."
4,8,4,Sea Hawk,"All in all, not the worst meeting we've had."
4,8,4,Bow,I've never seen Glimmer like this. Or Adora. I just wish I knew how to help them.
4,8,4,Sea Hawk,"Ah, don't blame yourself, lad. ...Hey, you know, I just had an idea, not pre-planned at all. Let's take a break and have a boys' night out on the town!"
4,8,4,Swift Wind,"Can I come, too?"
4,8,4,Bow,I should really stay here in case Glimmer and Adora need me...
4,8,4,Sea Hawk,One night off won't hurt. What do you say?
4,8,4,Swift Wind,"Boys' night out, boys' night out, boys' night out, BOYS' NIGHT OUT! ...Why am I the only one doing this?"
4,8,4,Bow,You know what? Why not?
4,8,4,Sea Hawk,Grand! And then my brilliant secret plan can begin...
4,8,4,Bow,What's that?
4,8,4,Sea Hawk,Nothingggg! Forward to a friendship adventure!
4,8,5,Catra,Lord Hordak. Sounds like congratulations are in order.
4,8,5,Hordak,"Yes... The princesses are in utter disarray...abandoning territory, scattering like cowards before us like the cowards they are."
4,8,5,Catra,"We're crushing them. Once you return to the Fright Zone, I'll march our troops on the rest of the coastal towns."
4,8,5,Hordak,"No. Now that Horde Prime's arrival is imminent, I shall remain in the field to ensure victory. ...Besides. Out of all the princesses, Entrapta has yet to face me on the field..."
4,8,5,Catra,And what exactly am I supposed to do while you remain in the field?
4,8,5,Hordak,Whatever I deem necessary to win. Return to your post in the Fright Zone and await my orders. ...Soon all of Etheria will be at my feet.
4,8,5,Catra,"Force Captain Octavia, have you finished your perimeter?"
4,8,5,Other,We're doing the final sweep.
4,8,5,Catra,"Excellent. Double Trouble should be breaking radio silence soon...they'll have new coordinates for you. Force Captain Scorpia, come in."
4,8,5,Catra,"Aw, man. Even when he's winning, Hordak is annoying. Now he suddenly loves fighting, and I'm getting stuck with whatever he ""deems necessary"". Never thought I'd miss shut-in Hordak. Meet me at the Sea Gate, I wanna take a break anyway."
4,8,6,Bow,"Sea Hawk, I thought you said boys' night out, it's the middle of day."
4,8,6,Sea Hawk,"New experiences! Huzzah! Day, night, it matters not. You're overdue for some levity."
4,8,6,Bow,"Last time I was here it was with Adora and Glimmer, and...things were great... Not like now."
4,8,6,Sea Hawk,It is true. Things are looking...dour...
4,8,6,Sea Hawk,This drink is...extra sour...
4,8,6,Sea Hawk,Could be the Rebellion's......darkest...hour... Nonsense! You know why? Hit it!
4,8,6,Sea Hawk,"Oh, when the seas are rough and dire / we turn to friends and we conspire / to relight the sacred fire / of rebellion! When the Horde tightens their noose / around our daring sea rescues / we take some time to cut loose / from the rebellion! Sure friends aren't seeing eye to eye! / Tis no reason to curl up and die! Friendship just needs a resupply!"
4,8,6,Sea Hawk,"Oh it's fun, it's fun to be friends with friends! / Oh it's fun, it's fun to be friends with friends!"
4,8,6,Swift Wind,"Oh it's fun, it's fun to be friends with friends! / Oh it's fun, it's fun to be friends with friends!"
4,8,6,Sea Hawk,"And when Hordak hits us robotical / we'll respond with tunes most...nautical / and take a moment to...to... to, to, to, to t-uh, to pop! soda botticals!"
4,8,6,Swift Wind,"Oh, man. Third rhyme. Rough stuff."
4,8,6,Swift Wind,"Oh how fun, how fun to be friends with friends! / Oh how fun, how fun to be friends with friends!"
4,8,6,Sea Hawk,"Oh how fun, how fun to be friends with friends! / Oh how fun, how fun to be friends with friends!"
4,8,6,Bow,"Sometimes we'll fight but that's okay, we'll work it out another day / I know things will work out in the end!"
4,8,6,Sea Hawk,"Oh, yes!"
4,8,6,Bow,Cause it's fun to be friends with friends! / Oh it's fun to be friends with friends!
4,8,6,Swift Wind,Cause it's fun to be friends with friends! / Oh it's fun to be friends with friends!
4,8,6,Sea Hawk,Cause it's fun to be friends with friends! / Oh it's fun to be friends with friends!
4,8,6,Bow,Oh it's fun to be friends with friends!
4,8,6,Swift Wind,Oh it's fun to be friends with friends!
4,8,6,Sea Hawk,Oh it's fun to be friends with friends!
4,8,6,Bow,It's an ambush!
4,8,6,Sea Hawk,"Whoo, better! It's a kidnapping!"
4,8,6,Bow,"Sea Hawk, what are you doing?!"
4,8,6,Sea Hawk,Don't worry. It's all a part of my brilliant secret plan.
4,8,6,Swift Wind,What plan?
4,8,6,Sea Hawk,"To unite the princesses and cheer up my dearest Mermista. They love rescuing people... so I paid my friend Bill to kidnap us! The ladies will put aside their problems to rescue us, go on a mission of fun, and then it's a happy ending for all!"
4,8,6,Bow,Wait. You paid them to--
4,8,6,Sea Hawk,"The princesses will stop their fight / When they save us, it'll be all right / We'll hang with Bill the rest / of the night / it's fun to be friends with friends...sha-boom-bity-boom-bam-boo... / Hey, Bill, did you get...taller? and when did you get that...scar? You, uh, you didn't...have a scar... This might not be Bill. ...No, this isn't Bill."
4,8,6,Bow,What?!
4,8,7,Swift Wind,What do we do?
4,8,7,Bow,"We have to get a message to our friends. Swift Wind, try to contact Adora through your sacred bond."
4,8,7,Sea Hawk,"Yeah, yeah, yes-yes. My plan can still work. They'll just unite to rescue us for real this time. Nothing's spun out of control... Do your thing, noble steed."
4,8,7,Swift Wind,"Come on, Adora, pick up. Pick up..."
4,8,8,Glimmer,Mermista? Are you alone?
4,8,8,Mermista,Totally...
4,8,8,Glimmer,I thought you said you were alone?
4,8,8,Mermista,I am... Deep down inside...so...alone... Are you two gonna fight again? Whatever...
4,8,8,Glimmer,"I was just...checking up on Mermista, but, clearly, you have it covered."
4,8,8,Adora,"Glimmer, what is going on with you? I know things are bad right now, but...we can fix it--"
4,8,8,Glimmer,Why is that always your answer to everything?!
4,8,8,Adora,Because it's the only thing we can do.
4,8,8,Glimmer,"Things are worse than ever. The Horde has Salineas, the coast is falling, we haven't FIXED anything!"
4,8,8,Adora,"That's why we need to work together instead of you pushing us away, and if you'd just listened to us, you'd know that, and why can I hear the ocean right now?!"
4,8,9,Bow,Anything?
4,8,9,Swift Wind,"Ah! She hung up on me. But I could tell that she's in distress... I-I should be at her side, right now!"
4,8,9,Bow,"Swift Wind, calm. Down. It'll be okay. We'll figure something out."
4,8,9,Sea Hawk,Fear not. I know how to get a message to my sweet Mermista. After all...she taught me how to speak seagullllll! ...I may be a bit rusty.
4,8,9,Other,What's all this yammering about?
4,8,9,Sea Hawk,"Admiral--! Admiral Scurvy, my old friend... It's just like you to, uh, take over someone else's jovial prank... Isn't it fun being friends? Oooohhh--!"
4,8,9,Other,"Absolutely not! Friends? Heh. We were friends. But I've had to rebuild my last three ships because you set them on fire. Honestly, who does that?!"
